Tweet,Emotion
"#youmatterdontquit <--- trend it! This is suicide season & people need to realize that they are valued & someone cares about them. <3 #love", happiness
"1 week until christmas break, 2 weeks until christmas and 26 days until my birthday. #excited.", happiness
"@AnanditaaP beautiful city ey? :D #homesick", sadness
"really wish I wasn't such a light fucking sleeper. #annoyed", anger
"Ain't seen him since he been gone thoe #sad", sadness
"Hates fighting with someone you care about #frustrated", anger
"The musings within the playground of the mind are always the prerequisite to action. #truth #teamcocoa #love", happiness
"guh why does netflix always stop working when I wanna watch Glee #firstworldpains #frustrated", anger
"Damn she raped him,how could she! How could she rape him? When I'm here!! She should have raped me instead na #sad", sadness
"@billbarnwell Write a Vegas article already. Your Vegas reporting has been sub-par thus far. #disappointed", sadness
"When all I do seems to be all for you,and the souls I yet to me of u. #Love", happiness
"@MoykeGoodwin @StephLucia an awesome mess? And when the hell are you visiting us again? #neglected", sadness
"Now I know why I unfollowed you in the first place... here it goes again. #annoyed", anger
"The mrs has got christmas songs on #sad #tooearly", sadness
"Lunch was terrible today...sweet nd sour chicken over brown rice.#disgusting", disgust
"#Christmas festivities begin now! Youth Christmas party/going to give less fortunate kids gifts! #excited", happiness
"Hoping for an amazing day today :) #excited", happiness
"Id? si? przebra? . I go to party <3 :D #love", happiness
"62 Tweets in 1 hour? #Worrying #ITweetTooMuch #TooMuchTime", fear
"Ihm Layin On The Bedd && Idk If There's A Bug On The Wall Or If Ihm Trippin . . I Don't Have My Glasses On Soo I Can't Really See #Sad", sadness
"grrr...up too early because @TweetingNaoto insists on setting his alarm so early & hitting snooze for an hour. #annoying #why", anger
"People, why are there no Christmas lights out this year?! A whore buncha Scrooges, I tell ya. #disappointed. #merrychristmas", sadness
"Just found out that @J_Ennis will be at my work this week. #excited", happiness
"My blanket smells like sweaty balls #disgusting #bouttothrowup", disgust
"@maddyv123 @maknewton @JordanLeeWalker I'm so so so #SURPRISED #INEEDTOSEE!!!!!", surprise
"Now I am about to watch Rise of the Plants of the Apes. ... some say it amaaazing. #excited", happiness
"Vision is the art of seeing what is invisible to others.~Jonathan Swift #depression #healing #wellness", sadness
"I love monday morning cause I tell people bout my weekend and realized all the stupid shit I did #embarrassing", sadness
"Remember this time last year,when I still had you... #depressing", sadness
"Oh and what a nice way to end my sunday evening, @AlanCarr @chattyman never fail to make me laugh. #bliss", happiness
"Find the beauty that's already there. #americathebeautiful #KeepRising #love", happiness
"Going to hang out with my sister before work. #love", happiness
"Singing to Band Aid at my desk and I know all the words #worrying", fear
"Michigan get ready. I'll be spinning SAE's tailgate Saturday morning. #rage", anger
"Apparently @natty_page think Connecticut starts with a K #embarrassing", sadness
"Chilling with the fam #happy", happiness
"The one day I need him most, he comes to school drunk, and still continues to drink after I tell him I need him. #hurt #fuckthat", sadness
"@SexyGoldiee I'm about to start twitpic'n shit I bought for myself... Annnnnd I got receipts #Pride lol", happiness
"@nalleyykill that's the only way i can get you to my house in less than 30 minutes.. haha #sad", sadness
"Ahhhh college basketball all day on #espn #love", happiness
"I had 3drinks while at the charlie horse, my mom jst called me a lush!!!! Not my fault I'm lke 100 % irish !!!!!!!! B) #proud", happiness
"Making my Confirmation today. #Nervous.", fear
"Cannot wait to see Sherlock Holmes on Friday #excited", happiness
"I don't understand how my phone loses battery sooo damn fast #annoying", anger
"This girl look like a monkey on crack #sad", sadness
"You really need to calm the fck down. #annoyed", anger
"done with my one and only final for the week!!!!! #excitement", happiness
"Wow I was looking forward to that game. #angry #ugh", anger
"soooo the blonde hair is a goo :) #excited .", happiness
"Ready to see how Imani going to act at this concert !!! #excitement", happiness
"My mom repeats herself like 100 times when she's tipsy. #annoying", anger
"@justinbieber Justin is online, I know!:3 Just say.. I love you! & I HAVE #UNDERTHEMISTLETOE !! it is AMAZING <3 #proud", happiness
"@DonnieWahlberg and I'll be one of those hugs!!! Sooo can't wait for springtime #LOVE", happiness
"so chick came in....im off! #happy", happiness
"It's been a week since I've smoked weed #proud", happiness
"Wow that kid is extremely good looking... Oh wait that's me #surprising", surprise
"@age_uk @gransnet I feel that all older people do not/never hv hd the rights they/we require, perceived as nuisance.@gransnet #Disgusted", anger
"I really hope everything is going well with my baby girl... Love her so much I would hate to see her hurt.. #worried :/", fear
"Such a wonderful pleasure to meet the amazing Zoë Alice Mary Lambert on her 11th DAY birthday! Hooray for my bffs Chris & Sophie!   #Love", happiness
"awwww Rihanna was absolutly amazing yesterday :* it was  the best night ever #Happy", happiness
"Hate getting blown off #annoyed", anger
"@moolly12 I am coming to see you tomorrow and we are going for a ride we need to talk #disappointed", sadness
"@meggpot do you ever tweet?? haha #embarrassing", sadness
"I wonder if Vnasty and Kreayshawn know what real music sounds like. Maybe they're just acting... #onehopes #sad", sadness
"@Drewubstep drew is on twitter #excited", happiness
"BiG Thanks 2 all that came out to help me with my video today. Dat shit is gonna be crayy . #love", happiness
"People make me so angry. Can we please show each other just a little respect? #disgusted", disgust
"do anything for attention! #sad", sadness
"There's no reason to say you hate your life when you literally get whatever you want #annoying", anger
"You know them people who think it's okay to not cover their mouth when they cough?? #rage", anger
"this nigga fumbled ..dang.. #hurt", sadness
"So sad i'm missing @charlotte_135's meal:(hopefully i'll be better for tonight!#sadness", sadness
"I wish my back wasnt killin me like it is right now ugh #annoyed", anger
"GOT AN IPAD 2 :)? #excited", happiness
"Hoje a sessão da tarde é #DirtyDancing ! * - * se eu gosto? assisti a 1000 vezes q passou na tv! rsrs #Love", happiness
"@Nitter_Nicole as I sit in the halls of Kelley hungry. #neglected", sadness
"@gigglesninja21 @jackalltimelow I think we all seen that in STD but I never got to see it #Sadness", sadness
"@rikkimonster Gaga is Amazing. Although i'm a little scared about the outfit. I hope she announces she is touring #excited.", happiness
"Just bought my bus ticket for next weekend, so I can see all of my favorite people in the Laramie Project!! #excited", happiness
"breaking dawn ticket bought, woo! 1 more hour..these crazy ppl protesting outside about jesus coming should keep my occupied. #EXCITED", happiness
"#Bieberfact : Lady Gaga won 12 million followers on Twitter in 41 months, Justin won 12 million followers in 28 months. #proud", happiness
"@alysssasholund im def sitting here super rattled about what this baby is about to look like.... #anxious", fear
"@justinbieber I love #UnderTheMistletoe, Justin. YOU OUT DID YOURSELF. #proud :)", happiness
"@hkremer Credit goes to Mumford & Sons. #Love", happiness
"Thrifting in Appalachia was much more thrilling then it is here in suburbia @AlienaDebelak #disappointed", sadness
"I think I've seen every episode of Reba... #depressing :(", sadness
"theres a new sex tape out again ,wats wrong with this Hoes smh #sad", sadness
"@VMonatengCafe is always welcoming and superb fah me. I love MCing here. It's my HOME! #happiness#", happiness
"I just got back from the mall I went to yesterday. I fell asleep on the way back. Woke up to @thewantedmusic blaring in my ear. #Happiness", happiness
"Dont ask a girl for a pic within the first five secs of a convo.. #annoying!!", anger
"When your boyfriend tells you your still beautiful with braces on #relieved #happy", happiness
"bsu with the dance teammm then alan dave and @MariaIvos are coming to visit!!<3333333 #reuinted #happy :)", happiness
"I'm so happy because My Pt scores are high.. (notthathigh):) #happy", happiness
"I hate Chatham. I can't park so why do you all have to take the non parallel spots? #frustrated #baddriver", anger
"It's like I never knew what was right in front of me. #love", happiness
"I AM A KRISBIAN #PROUD", happiness
"homework can be fun, hahaha thats a joke #happiness", happiness
"Missed #xfacfor last night, can't sleep as too excited to see what happened! #sad", sadness
"I have no idea #hemakesmesmile #bearsden #love", happiness
"@hillTRILL stay in class. you're not missing much #embarrassing", sadness
"Drove by santa on the way home from work, he was driving a pickup truck not a sleigh #disappointed", sadness
"when my mom asks me a question that seem general but wants a specific answer#annoyed", anger
"#oomf so damn rude i told her i love u and they said i thawt yu had somethin important.. #hurt lol", sadness
"lil sis always checking up on me. #love", happiness
"She deal with me whether I'm tweaking or serious she always here #happy", happiness
"You never leave your partner in a fire, grab their hand and run out the fire with them #Love", happiness
"@madee_daylee #thatawkwardmoment when a 6 year old girl sitting next to you is talking to her mom in a language you don't know #embarrassing", sadness
"@alexia_enri hahaha right now she's on confessions #annoying", anger
